Artikelnummer im Shop;EAN / Barcodenummer;Original Herstellerartikelnummer;Herstellername;Produktname;Produktgruppe im Shop;Preis (Brutto);Lieferzeit;ProduktURL;BildURL_1 (großes Bild);BildURL_2 (großes Bild);BildURL_3 (großes Bild);Vorkasse;Vorkasse / Paypal Österreich;Nachnahme;Kreditkarte (z.B. nur bis 1000 EUR);Paypal;Sofortüberweisung;Bankeinzug;Rechnung;Moneybookers;Click & Buy;Giropay;Versandkosten Kommentar (max. 100 Zeichen);Produktbeschreibung (max. 1000 Zeichen);Grundpreis (Produktabhängig)
10012523;;10012523;MediFLEX;mediFLEX Professional Good Life;Schuhe > Herrenschuhe;85.0000;3-4 Tage;https://www.brandvital.de/mediflex-professional-good-life.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/g/o/goodlife_1.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Ideal bei nahezu jedem Fußproblem, zum Beispiel:</p><br /><ul><br /><li>bei Fehlstellungen wie Spreiz-, Knick-, Platt-, Hohl- oder Spitzfuß</li><br /><li>bei Fersensporn oder Hallux Valgus bei der langfristigen Therapie nach Fuß- operationen zur Entlastung des Fußes</li><br /><li>nach hoher Beanspruchung, zum Beispiel beim Sport </li><br /></ul><br /><p></p><br /><p>Details:</p><br /><ul><br /><li>Extrem hohe Belastbarkeit</li><br /><li>Gewicht: 287g</li><br /><li>Thermoisolierende mediFLEX Mesh Hightech-Oberfläche</li><br /><li>Viel Freiraum im Fußbett, auch mit Einlagen</li><br /><li>Durch Orthopädietechniker individualisierbar</li><br /><li>Einfacher Einstieg</li><br /><li>FLEXfit Schnürsystem</li><br /><li>bis 30°C im Waschsäckchen waschbar</li><br /></ul>;;
10012510;;10012510;MediFLEX;MediFLEX Professional Woodsman;Schuhe > Herrenschuhe;85.0000;3-4 Tage;https://www.brandvital.de/mediflex-professional-woodsman.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/w/o/woodsman_1.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>mediFLEX Professional Woodsman, grün</p><br /><p>Ideal bei nahezu jedem Fußproblem, zum Beispiel:</p><br /><ul><br /><li>bei Fehlstellungen wie Spreiz-, Knick-, Platt-, Hohl- oder Spitzfuß bei Fersensporn oder Hallux Valgus</li><br /><li>bei der langfristigen Therapie nach Fußoperationen</li><br /><li>zur Entlastung des Fußes nach hoher Beanspruchung, zum Beispiel beim Sport</li><br /></ul><br /><p></p><br /><p>Details:</p><br /><ul><br /><li>Extrem hohe Belastbarkeit</li><br /><li>Gewicht: 287g</li><br /><li>Thermoisolierende mediFLEX Mesh Hightech-Oberfläche</li><br /><li>Viel Freiraum im Fußbett, auch mit Einlagen</li><br /><li>Durch Orthopädietechniker individualisierbar</li><br /><li>Einfacher Einstieg</li><br /><li>FLEXfit Schnürsystem</li><br /><li>bis 30°C im Waschsäckchen waschbar</li><br /></ul>;;
TRE-10800012;;10800012;Trendmobil;Heckkorb ink. Halterung;Mobilität > Elektromobile und Zubehör > Elektromobil Zubehör;99.0000;2-3 Wochen;https://www.brandvital.de/heckkorb-ink-halterung.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/r/trendmobil-heckkorb.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p><strong>Großer Heckkorb für Elektromobile von Trendmobil für die Montage an der Vierkantaufnahme unter dem Sitz. Inklusive Befestigungsmaterial.</strong></p><br /><p>Maße: <span>40 x 23 x 15 cm</span></p>;;
10012541;;10012541;MediFLEX;MediFLEX Professional black pearl;Schuhe > Herrenschuhe;85.0000;Sofort lieferbar;https://www.brandvital.de/mediflex-professional-black-pearl.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/b/l/black_pearl.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Ideal bei nahezu jedem Fußproblem, zum Beispiel:</p><br /><ul><br /><li>bei Fehlstellungen wie Spreiz-, Knick-, Platt-, Hohl- oder Spitzfuß</li><br /><li>bei Fersensporn oder Hallux Valgus</li><br /><li>bei der langfristigen Therapie nach Fußoperationen</li><br /><li>zur Entlastung des Fußes nach hoher Beanspruchung, zum Beispiel beim Sport</li><br /></ul><br /><p></p><br /><p>Details:</p><br /><ul><br /><li>Extrem hohe Belastbarkeit</li><br /><li>Gewicht: 287g</li><br /><li>Thermoisolierende mediFLEX Mesh Hightech-Oberfläche</li><br /><li> Viel Freiraum im Fußbett, auch mit Einlagen</li><br /><li>Durch Orthopädietechniker individualisierbar</li><br /><li>Einfacher Einstieg</li><br /><li>FLEXfit Schnürsystem</li><br /><li>bis 30°C im Waschsäckchen waschbar</li><br /></ul>;;
10012556;;10012556;MediFLEX;MediFLEX Professional brown sugar;Schuhe > Herrenschuhe;85.0000;Sofort lieferbar;https://www.brandvital.de/mediflex-professional-brown-sugar.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/b/r/brwonsugar.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Ideal bei nahezu jedem Fußproblem, zum Beispiel:</p><br /><ul><br /><li>bei Fehlstellungen wie Spreiz-, Knick-, Platt-, Hohl- oder Spitzfuß</li><br /><li>bei Fersensporn oder Hallux Valgus</li><br /><li>bei der langfristigen Therapie nach Fußoperationen</li><br /><li>zur Entlastung des Fußes nach hoher Beanspruchung, zum Beispiel beim Sport   </li><br /></ul><br /><p></p><br /><p>Details:</p><br /><ul><br /><li>Extrem hohe Belastbarkeit</li><br /><li>Gewicht: 287g</li><br /><li>Thermoisolierende mediFLEX Mesh Hightech-Oberfläche</li><br /><li>Viel Freiraum im Fußbett, auch mit Einlagen</li><br /><li>Durch Orthopädietechniker individualisierbar</li><br /><li>Einfacher Einstieg</li><br /><li>FLEXfit Schnürsystem</li><br /><li>bis 30°C im Waschsäckchen waschbar</li><br /></ul>;;
TRE-10800031;;10800031;Trendmobil;Frontkorbtasche mit Reissverschluss;Mobilität > Elektromobile und Zubehör > Elektromobil Zubehör;89.0000;1 Woche;https://www.brandvital.de/frontkorbtasche-mit-reisverschluss.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/f/r/frontkorbtasche-elektromobile-trendmobil.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Tasche mit Reissverschluss für den Frontkorb eines Elektromobils. </p><br /><p></p><br /><p><span style="text-decoration: underline "><strong>Für folgende Elektromobile geeignet:</strong></span></p><br /><ul><br /><li>Invacare® Colibri</li><br /><li>Invacare® Comet</li><br /><li>Invacare® Leo</li><br /><li>Invacare® Orion</li><br /><li>Trendmobil Esprit</li><br /><li>Trendmobil Fun 3</li><br /><li>Trendmobil Fun 4</li><br /><li>Trendmobil Jaguar</li><br /><li>Trendmobil Joy</li><br /><li>Trendmobil Life</li><br /><li>Trendmobil Panther</li><br /><li>Trendmobil President</li><br /><li>Trendmobil Safari</li><br /><li>Trendmobil Spirit</li><br /><li>Trendmobil Uranus</li><br /><li>Trendmobil Voyage</li><br /></ul>;;
5277;;5277/41;Rohde;Rohde Damen Sandalette Prag 5277 Kiss;Schuhe > Damenschuhe;49.0000;1-2 Tage;https://www.brandvital.de/rohde-damen-sandalette-prag-5277-kiss.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/p/r/prag.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Klassische Damen Sandalette Prag von Rohde aus Softnappa Leder</p><br /><ul><br /><li>Weite F (=Normalweite)</li><br /><li>Farbe Kiss (rot)</li><br /><li>mit Klettverschluss und einer weich gepolsterten Innensohle aus Leder </li><br /><li>Machart: Sandalen </li><br /><li>Klettverschluss </li><br /><li>Decksohle: Leder </li><br /><li>Innenfutter: Synthetik </li><br /><li>Absatz: ca. 2 cm </li><br /><li>Gummisohle: rutschfest und sehr flexibel -für einen normalen Fuß geeignet</li><br /></ul>;;
1894 ;04053496323531;1894;Rohde;Rohde Damen Sandalette 1894 leinen;Schuhe > Damenschuhe;34.9500;1-2 Tage;https://www.brandvital.de/rohde-damen-sandalette-1894-leinen.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/r/o/rohdesandale.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Diese  bequeme Damen Schlupf-Sandale von ROHDE basiert auf hell braunem Brushleder, vier braunen Stretchriemchen sowie silber bedrucktem Microvelour. Für den Komfort sorgen das Wechselfußbett aus Leder, die Mehrweite H und der mit ca.40mm Höhe angenehm zu tragende Keilabsatz. Eine strukturierte Gummi-Laufsohle bietet gute Trittsicherheit.</p><br /><ul><br /><li>Obermaterial: Leder, Microvelour</li><br /><li>Stretch Innenfutter: Textil </li><br /><li>Decksohle: Leder</li><br /><li>Wechselfußbett </li><br /><li>Laufsohle: Gummi strukturiert </li><br /><li>Absatzhöhe: ca.40mm,Keil </li><br /><li>Passform: Weite H</li><br /></ul>;;
37406;;1235/17;Rohde;Rohde Herren Slipper Rostock 1235 ;Schuhe > Herrenschuhe;69.0000;1-2 Tage;https://www.brandvital.de/rohde-herren-slipper-rostock-1235-leinen.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/r/o/rostock.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Die sportiven Halbschuhe von ROHDE mit komfortabler Weite H ½ bieten ein tolles Laufgefühl. Die rutschfeste Laufsohle ist durch exklusive Rohde Soft Core-Technologie mit schockabsorbierenden Eigenschaften ausgestattet. Die bequeme Lederdecksohle ist herausnehmbar. Klettverschluss und seitliche Stretch-Einsätze sorgen für einen leichten Einstieg, sowie für eine optimale Passform. Das dezente Design mit Perforationen sorgt für ein angenehmes Fußklima.</p><br /><ul><br /><li>Obermaterial: Leder </li><br /><li>Innenmaterial: Textil </li><br /><li>Sohle: Gummi </li><br /><li>Verschluss: Klettverschluss </li><br /><li>Absatzhöhe: 2 cm </li><br /><li>Absatzform: Flach </li><br /><li>Materialzusammensetzung: Obermaterial :Velourleder / Nubukleder </li><br /></ul>;;
DZ-140015;;140015;Dietz;Saughaltegriff Seguro 488;Badehilfen > Einstiegshilfen und Griffsysteme > Griffsysteme;39.9000;3-4 Tage;https://www.brandvital.de/saughaltegriff-seguro-488.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/d/i/dietz-seguro_488.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p><span>Maximale Sicherheit in Bad und WC. Das patentierte System zur Anzeige der Saugkraft, warnt den Anwender über ein Sichtfenster im Griff bei nicht korrekter Befestigung.</span><br /><br /><span>Produktdetails</span></p><br /><ul><br /><li>Griffmaterial ABS-Kunststoff</li><br /><li>Kein Schrauben oder Bohren</li><br /><li>Kontrollanzeige Befestigungsstatus</li><br /><li>Für zu Hause oder unterwegs</li><br /><li>Haltegrifflänge 48,8 cm</li><br /></ul>;;
RFM-06835823;;06835823;Rehaforum;Badewanneneinstiegshilfe Stand chrom;Badehilfen > Einstiegshilfen und Griffsysteme > Einstieghilfen;49.9000;1 Woche;https://www.brandvital.de/badewanneneinstiegshilfe-stand-chrom.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/b/a/badewanneneinstiegshilfe-rfm-06835823.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Dank dieser festinstallierten Badewanneneinstiegshilfe fällt es Personen leichter aus der Badewanne ein bzw. auszusteigen. Der Griff ermöglicht einen sicheren Halt und die gebogene Schiene bietet zusätzliche Greifmöglichkeiten. Die Schiene verläuft waagerecht über die Wanne und unterstützt das Auf und Hinsetzen. Die Griffhöhe kann zwischen 55 75cm eingestellt werden, die Höhe der Badewannenbefestigungist von 30 bis 60cm wählbar. Die Gumminoppenschützen Ihren Badewannenrand, so dass er nicht zerkratzt wird. Am Wannenrand wird die Badewanneneinstiegshilfe mit Hilfe einer Bodenplatte fest am Fußboden verschraubt.Wir empfehlen daher, dass ein Fachmann die Installation durchführen sollte. Befestigungsmaterial nicht im Lieferumfang enthalten. Bitte wählen Sie diese je nach Bodenbeschaffenheit.</p><br /><p><span></span></p><br /><ul><br /><li>Maximale Belastbarkeit 113kg</li><br /><li>Gewicht 3,2 kg</li><br /><li>Chrom</li><br /></ul>;;
TRE-10800023 ;;10800023 ;Trendmobil;Elektromobil Personenregenhaube;Mobilität > Elektromobile und Zubehör > Elektromobil Zubehör;89.0000;1 Woche;https://www.brandvital.de/elektromobil-personenregenhaube.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/p/e/personenregenhaube-trendmobil.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Trendmobil Personenregenhaube für Elektromobilfahrer. </p><br /><p>Damit Sie auch an nassen Tagen mit Ihrem Elektromobil trocken bleiben.</p>;;
RFM-03633160;;03633160;Rehaforum;RFM Toilettenstuhl feststehend;Badehilfen > Für die Toilette > Toilettenstühle;79.9000;3-4 Tage;https://www.brandvital.de/rfm-toilettenstuhl-feststehend.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/o/toilettenstuhl-rfm-feststehend.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Der RFM Toilettenstuhl ist feststehend und kann somit beispielsweise neben das Bett gestellt werden.</p><br /><ul><br /><li>Korrosionsbeständig</li><br /><li>Gepolsterter Sitz, gepolsterte Armlehnen und gepolsterte Rückenlehne aus pflegeleichtem PVC</li><br /><li>Abnehmbarer Sitz</li><br /><li>Eimer von oben entnehmbar</li><br /><li>Höhenverstellbar</li><br /><li>Inkl. Eimer</li><br /></ul><br /><p><strong>Farbe: </strong>Blau</p>;;
6110;;6110;Rohde;Rohde Damen Hausschuh Softfilz, anthrazit;Schuhe > Damenschuhe;19.9500;1-2 Tage;https://www.brandvital.de/rohde-damen-hausschuh-softfilz-lava.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/6/1/6110.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Modische Damen Pantoffeln von Rohde aus Softfilz mit einer hübschen Blumenapplikation.</p><br /><p></p><br /><p>Details:</p><br /><ul><br /><li>Filzdecksohle in Weite G </li><br /><li>herausnehmbare Einlagen </li><br /><li>sehr leichte Gummi Laufsohle </li><br /><li>Hersteller Farbbezeichnung:lava= grau<br /></li><br /><li>Obermaterial: Filz </li><br /><li>Decksohle: Filzlose Einlagen</li><br /><li>Innenfutter: Filz ohne Verschluss</li><br /><li>Absatz: 1 cm Gummi </li><br /><li>Sohle: rutschfest und flexibelfür einen normalen bis kräftigeren Fuß geeignet, auch für einen hohen Spann</li><br /></ul>;;
1552;;1552-48-G;Rohde;Rohde Herren Hausschuh Softleder, weinrot;Schuhe > Herrenschuhe;23.9500;1-2 Tage;https://www.brandvital.de/rohde-herren-hausschuh-softleder-weinrot.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/1/5/1552.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Bequemer Herrenhausschuh als Pantolette aus dem Hause Rohde. Der Hausschuh ist aus weinrotem Softleder.</p><br /><p>Details:</p><br /><ul><br /><li>Weite G</li><br /><li>Obermaterial: Leder</li><br /><li>Innenfutter: Kunststoff</li><br /><li>Decksohle: Kunststoff</li><br /><li>Laufsohle aus Gummi mit 20 mm Absatzsprengung.</li><br /></ul>;;
1173;;1173;Rohde;Rohde Damen Slipper 1173 Nubuk, schwarz;Schuhe > Damenschuhe;49.9500;1-2 Tage;https://www.brandvital.de/rohde-damen-slipper-1173-nubuk-schwarz.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/1/1/1173.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Sportlich eleganter Damen Mokassin aus dem Hause Rohde. Sehr bequem zu tragen, auch weitere Strecken sind problemlos zurück zu legen.</p><br /><p>Details:</p><br /><ul><br /><li>Obermaterial: Leder</li><br /><li>Innenmaterial: Leder</li><br /><li>Laufsohle: Gummi</li><br /><li>Weite: G 1/2</li><br /><li>Keilhöhe: 3,5 cm</li><br /><li>Fußbett: herausnehmbar</li><br /></ul>;;
1438;;1438-00-G;Rohde;Rohde Damen Pantolette Neustadt 1438, weiß;Schuhe > Damenschuhe;24.9500;1-2 Tage;https://www.brandvital.de/rohde-damen-pantolette-neustadt-1438-weiss.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/n/e/neustadt.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Mit diesem Klassiker aus dem Rohde Comfort-Segment können Sie entspannt auch weite Strecken zurück legen. Durch die rutschfeste Laufsohle und das bequeme Ledertieffußbett hat der Fuß jederzeit festen Halt.</p><br /><p>Details:</p><br /><ul><br /><li>Komfortweite G</li><br /><li>Schnalle zur Weitenregulierung</li><br /><li>weiches Leder</li><br /><li>Obermaterial: Leder</li><br /><li>Innenmaterial: ohne Futter</li><br /><li>Sohle: Synthetik</li><br /><li>Absatzhöhe: 3 cm</li><br /><li>Absatzform: flach</li><br /></ul>;;
5826;0486790070407	 ;5826;Rohde;Rohde Herren Bootsschuh Ocean 5826, Nubuk, blau;Schuhe > Herrenschuhe;75.0000;1-2 Tage;https://www.brandvital.de/rohde-herren-bootsshuh-ocean-5826-nubuk-blau.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/o/c/ocean.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Dieser Herren Schnürhalbschuh aus dem Hause Rhode überzeugt zum Einen durch sein schickes Design, zum Anderen punktet er durch den angenehmen Tragekomfort.</p><br /><p></p><br /><p>Details:</p><br /><ul><br /><li>Obermaterial: Leder</li><br /><li>Innenmaterial: Leder</li><br /><li>Sohle: Gummi</li><br /><li>Verschluss: Kordelzug</li><br /><li>Absatzhöhe: 2 cm</li><br /><li>Absatzform: flach</li><br /><li></li><br /></ul>;;
6110-1;;6110/80;Rohde;Rohde Damen Hausschuh Softfilz, grau;Schuhe > Damenschuhe;19.9500;1-2 Tage;https://www.brandvital.de/rohde-damen-hausschuh-softfilz-lava-1.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/6/1/6110_1.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Modische Damen Pantoffeln von Rohde aus Softfilz mit einer hübschen Blumenapplikation.</p><br /><p></p><br /><p>Details:</p><br /><ul><br /><li>Filzdecksohle in Weite G </li><br /><li>herausnehmbare Einlagen </li><br /><li>sehr leichte Gummi Laufsohle </li><br /><li>Hersteller Farbbezeichnung:lava= grau</li><br /><li>Obermaterial: Filz </li><br /><li>Decksohle: Filzlose Einlagen</li><br /><li>Innenfutter: Filz ohne Verschluss</li><br /><li>Absatz: 1 cm Gummi </li><br /><li>Sohle: rutschfest und flexibelfür einen normalen bis kräftigeren Fuß geeignet, auch für einen hohen Spann</li><br /></ul>;;
